Index,Snore_Data,RED,IR
1,-15,23308,27650
2,14,23305,27647
3,-45,23309,27648
4,63,23308,27654
5,-114,23306,27656
6,166,23305,27663
7,-263,23309,27665
8,378,23311,27676
9,-589,23311,27681
10,966,23317,27688
11,-1801,23322,27693
12,11099,23328,27705
13,17960,23326,27715
14,15857,23328,27718
15,16392,23337,27729
16,15911,23331,27728
17,14317,23325,27715
18,13499,23310,27677
19,15044,23285,27618
20,14890,23259,27556
21,15842,23237,27511
22,14984,23225,27475
23,14531,23211,27439
24,14726,23206,27420
25,12980,23199,27412
26,11331,23203,27405
27,12294,23203,27404
28,11926,23206,27406
29,11290,23212,27423
30,10713,23217,27429
31,7217,23215,27442
32,6264,23220,27451
33,6206,23226,27466
34,2754,23227,27478
35,4098,23235,27480
36,1836,23237,27492
37,1204,23236,27500
38,1286,23247,27506
39,-1138,23249,27514
40,-2054,23253,27522
41,-3372,23257,27538
42,-4212,23260,27548
43,-5000,23272,27553
44,-7101,23269,27570
45,-6881,23270,27577
46,-8463,23276,27584
47,-9679,23275,27577
48,-10047,23274,27576
49,-10008,23272,27578
50,-11411,23277,27564
51,-11932,23272,27562
52,-12953,23268,27554
53,-16093,23264,27556
54,-16578,23264,27553
55,-17194,23265,27551
56,-17520,23269,27555
57,-18667,23269,27560
58,-20049,23270,27568
59,-22055,23278,27570
60,-22831,23278,27577
61,-23757,23279,27582
62,-24242,23284,27596
63,-23384,23290,27601
64,-25757,23294,27605
65,-25581,23291,27615
66,-26390,23291,27623
67,-27493,23296,27638
68,-27863,23306,27639
69,-29888,23305,27651
70,-31325,23304,27658
71,-32436,23312,27662
72,31151,23317,27668
73,29448,23317,27669
74,27825,23317,27681
75,27288,23324,27688
76,26286,23325,27690
77,24375,23323,27696
78,23078,23334,27699
79,23024,23331,27706
80,22251,23329,27711
81,22026,23331,27716
82,22191,23331,27720
83,21171,23336,27726
84,21677,23335,27733
85,20608,23344,27731
86,20351,23340,27739
87,21730,23341,27742
88,21545,23345,27749
89,19775,23347,27753
90,18641,23350,27759
91,16843,23352,27766
92,16143,23360,27776
93,14837,23363,27783
94,11881,23366,27794
95,10547,23369,27806
96,9199,23370,27808
97,9248,23369,27801
98,9243,23353,27771
99,7605,23332,27714
100,7371,23305,27644
101,8430,23283,27587
102,7944,23261,27538
103,7721,23250,27503
104,20187,23237,27471
105,19989,23232,27451
106,19790,23229,27440
107,20769,23222,27426
108,21163,23228,27429
109,22227,23224,27430
110,21843,23229,27438
111,20902,23234,27444
112,20570,23237,27455
113,19942,23244,27468
114,19713,23247,27479
115,19497,23257,27486
116,19242,23255,27490
117,20177,23254,27500
118,20218,23255,27506
119,18286,23259,27507
120,-28817,23265,27516
121,-29318,23267,27524
122,-30631,23271,27537
123,-31498,23274,27547
124,-31997,23280,27557
125,32356,23284,27568
126,31727,23285,27577
127,30952,23288,27577
128,29637,23285,27580
129,28446,23287,27577
130,27080,23282,27576
131,26487,23282,27565
132,27005,23278,27562
133,26553,23278,27555
134,26700,23277,27552
135,25343,23273,27544
136,24456,23274,27541
137,24443,23274,27547
138,24507,23272,27547
139,25058,23280,27548
140,25618,23280,27555
141,24887,23277,27567
142,24612,23282,27576
143,24067,23286,27575
144,22646,23288,27586
145,23339,23289,27593
146,21973,23298,27601
147,20047,23302,27608
148,19242,23304,27617
149,19787,23306,27635
150,19749,23311,27640
151,18685,23312,27650
152,31005,23316,27659
153,29213,23322,27667
154,29778,23321,27678
155,28980,23327,27674
156,27112,23331,27688
157,26344,23337,27696
158,25238,23342,27707
159,24904,23340,27710
160,23921,23348,27718
161,23140,23350,27732
162,23219,23349,27734
163,22935,23352,27743
164,22133,23353,27750
165,19917,23356,27759
166,20052,23357,27762
167,20690,23362,27761
168,20187,23367,27770
169,19989,23365,27771
170,19790,23369,27778
171,20769,23372,27776
172,21163,23375,27784
173,22227,23375,27799
174,21843,23374,27804
175,20902,23383,27806
176,20570,23380,27816
177,19942,23384,27825
178,19713,23384,27836
179,19497,23393,27837
180,19242,23396,27838
181,20177,23387,27825
182,20218,23373,27790
183,18286,23352,27724
184,19554,23326,27657
185,20471,23299,27607
186,20485,23283,27562
187,19946,23269,27530
188,19493,23259,27508
189,20226,23251,27497
190,21395,23248,27491
191,21491,23256,27484
192,20598,23255,27485
193,18422,23256,27490
194,17358,23261,27502
195,15951,23267,27511
196,14201,23273,27519
197,13330,23273,27535
198,11269,23276,27546
199,12092,23278,27558
200,22132,23287,27556
201,21052,23283,27570
202,20994,23285,27576
203,20804,23294,27577
204,19016,23295,27583
205,17817,23291,27589
206,16249,23299,27602
207,15327,23304,27602
208,16296,23301,27609
209,16119,23300,27622
210,14362,23308,27620
211,12755,23307,27622
212,14249,23301,27617
213,16499,23304,27620
214,17425,23300,27618
215,16776,23301,27607
216,-25824,23297,27603
217,-25787,23294,27599
218,-26322,23295,27597
219,-26681,23293,27591
220,-25789,23297,27593
221,-25630,23289,27593
222,-24944,23292,27598
223,-25044,23288,27604
224,-25656,23297,27604
225,-25934,23296,27613
226,-25381,23296,27620
227,-25007,23298,27626
228,-25391,23306,27630
229,-25446,23311,27640
230,-25805,23313,27649
231,-25454,23318,27660
232,-25999,23322,27668
233,-26142,23325,27678
234,-26743,23323,27685
235,-27383,23332,27694
236,-27516,23338,27707
237,-28478,23337,27708
238,-28780,23337,27724
239,-28387,23346,27730
240,-27929,23347,27738
241,-27932,23352,27742
242,-27784,23357,27752
243,-27458,23356,27760
244,-28157,23357,27761
245,-27263,23362,27770
246,-27762,23363,27776
247,-28129,23368,27786
248,21024,23370,27789
249,23975,23375,27797
250,24057,23377,27805
251,23290,23376,27810
252,19579,23376,27814
253,20521,23380,27815
254,21202,23381,27826
255,21076,23382,27826
256,23615,23387,27839
257,23337,23393,27839
258,20973,23395,27848
259,16923,23393,27858
260,13856,23401,27864
261,13624,23408,27870
262,14796,23405,27871
263,20041,23404,27874
264,22132,23400,27859
265,21052,23378,27816
266,20994,23355,27757
267,20804,23329,27693
268,19016,23310,27638
269,17817,23292,27594
270,16249,23279,27566
271,15327,23275,27548
272,16296,23268,27534
273,16119,23273,27523
274,14362,23271,27526
275,12755,23271,27535
276,14249,23273,27543
277,16499,23282,27554
278,17425,23286,27563
279,16776,23289,27582
280,14857,23297,27596
281,14522,23303,27606
282,13308,23308,27618
283,15375,23313,27622
284,17305,23315,27635
285,16149,23315,27641
286,13910,23318,27644
287,12862,23318,27655
288,12214,23321,27672
289,13842,23330,27677
290,12943,23333,27688
291,12841,23336,27697
292,12948,23343,27703
293,10504,23341,27701
294,9183,23339,27701
295,7537,23339,27695
296,785,23336,27700
297,434,23330,27688
298,-789,23329,27680
299,-2260,23325,27676
300,-1045,23321,27674
301,-1959,23322,27666
302,266,23323,27663
303,495,23326,27660
304,-659,23323,27665
305,-161,23321,27668
306,1406,23327,27668
307,422,23329,27680
308,543,23331,27680
309,-1015,23334,27692
310,-555,23338,27698
311,976,23340,27705
312,8547,23345,27714
313,8313,23345,27722
314,9360,23353,27727
315,10767,23355,27734
316,12737,23358,27743
317,13483,23363,27759
318,12329,23368,27766
319,13549,23368,27776
320,14235,23373,27783
321,14504,23373,27794
322,15006,23375,27801
323,14854,23382,27800
324,16321,23383,27813
325,16270,23385,27819
326,14392,23389,27819
327,13810,23390,27826
328,13811,23391,27825
329,14370,23390,27839
330,15553,23391,27843
331,15630,23395,27849
332,16241,23400,27852
333,15340,23398,27858
334,14967,23396,27864
335,15768,23406,27860
336,14085,23407,27867
337,14330,23405,27872
338,14858,23409,27879
339,16567,23412,27878
340,16047,23407,27868
341,15524,23393,27847
342,16338,23373,27801
343,16522,23349,27747
344,-773,23332,27685
345,1920,23308,27641
346,1067,23293,27611
347,2135,23289,27578
348,983,23278,27564
349,2030,23275,27548
350,1983,23273,27548
351,3638,23273,27541
352,3556,23277,27551
353,3951,23277,27554
354,943,23278,27568
355,937,23287,27581
356,1198,23294,27587
357,2092,23295,27603
358,4455,23294,27612
359,3981,23310,27620
360,3738,23305,27622
361,4767,23310,27629
362,6130,23308,27641
363,7804,23316,27646
364,7443,23320,27656
365,7537,23317,27662
366,9774,23328,27677
367,10468,23332,27687
368,10710,23335,27686
369,10888,23329,27688
370,10539,23329,27684
371,9482,23327,27681
372,8937,23323,27671
373,8083,23320,27666
374,8250,23321,27653
375,9456,23317,27653
376,9563,23310,27646
377,10544,23306,27642
378,11499,23307,27640
379,12115,23310,27643
380,13415,23308,27644
381,13691,23313,27648
382,13554,23311,27654
383,12165,23317,27657
384,12023,23319,27665
385,12243,23319,27672
386,12578,23321,27676
387,12336,23321,27681
388,11052,23328,27689
389,9195,23332,27696
390,10077,23328,27703
391,10570,23338,27704
392,10673,23335,27711
393,14748,23340,27719
394,13391,23342,27727
395,14173,23342,27734
396,15229,23348,27739
397,14748,23343,27742
398,13738,23345,27750
399,15447,23353,27756
400,11090,23357,27758
401,10902,23351,27759
402,9909,23354,27768
403,10649,23360,27772
404,10024,23363,27776
405,10527,23361,27781
406,8176,23363,27788
407,11091,23369,27792
408,3271,23370,27793
409,3251,23367,27801
410,537,23370,27806
411,2145,23366,27794
412,130,23357,27766
413,1179,23340,27728
414,1112,23319,27681
415,-231,23294,27628
416,1077,23284,27586
417,797,23272,27555
418,-1325,23260,27530
419,99,23250,27511
420,-1872,23249,27499
421,-2147,23248,27492
422,-1408,23245,27490
423,-2504,23248,27492
424,1621,23248,27495
425,-1800,23251,27499
426,-182,23251,27509
427,-820,23253,27519
428,-968,23260,27522
429,595,23260,27527
430,2959,23264,27534
431,3388,23268,27544
432,3814,23271,27551
433,3282,23267,27559
434,3897,23277,27562
435,4221,23275,27577
436,8056,23279,27586
437,9044,23285,27593
438,10038,23285,27608
439,8871,23289,27616
440,17004,23293,27615
441,16521,23297,27614
442,16970,23294,27613
443,16842,23290,27613
444,15273,23283,27606
445,14130,23282,27598
446,14145,23280,27588
447,14221,23270,27577
448,11874,23260,27566
449,9617,23255,27540
450,9998,23248,27531
451,11004,23238,27508
452,10788,23227,27492
453,13779,23226,27483
454,13598,23220,27477
455,12356,23218,27481
456,12260,23220,27481
457,11437,23227,27493
458,10708,23228,27497
459,12841,23229,27505
460,11086,23229,27501
461,12514,23230,27502
462,11568,23226,27494
463,11537,23221,27476
464,7482,23213,27466
465,10163,23206,27457
466,8667,23203,27450
467,11981,23203,27444
468,9001,23197,27440
469,8235,23195,27439
470,9194,23193,27436
471,11772,23193,27437
472,11391,23192,27436
473,16011,23199,27435
474,10971,23194,27429
475,14230,23195,27424
476,12028,23188,27418
477,12397,23183,27406
478,13912,23175,27390
479,10930,23156,27377
480,12498,23152,27364
481,14615,23145,27353
482,12311,23145,27341
483,12345,23143,27338
484,14740,23141,27339
485,14820,23146,27344
486,13783,23145,27354
487,14229,23146,27361
488,25934,23144,27350
489,25797,23136,27333
490,28357,23126,27302
491,23921,23115,27271
492,31201,23101,27241
493,24671,23090,27211
494,-20539,23078,27183
495,4911,23069,27165
496,-12739,23068,27151
497,22672,23064,27140
498,25128,23056,27136
499,-21526,23063,27136
500,31321,23061,27147
501,16288,23066,27159
502,31351,23073,27165
503,-29847,23077,27179
504,27224,23085,27192
505,28104,23091,27204
506,28410,23094,27213
507,25419,23096,27222
508,27996,23097,27232
509,24636,23108,27243
510,27724,23114,27253
511,25972,23115,27265
512,25360,23125,27280
513,24499,23125,27295
514,24526,23132,27306
515,24074,23138,27316
516,22826,23136,27329
517,19768,23142,27334
518,29993,23142,27332
519,23255,23138,27337
520,20904,23147,27331
521,17916,23143,27335
522,-23971,23139,27329
523,-24752,23139,27327
524,-23511,23144,27322
525,-21619,23140,27327
526,18412,23140,27330
527,-7555,23140,27330
528,11707,23142,27333
529,23776,23143,27335
530,-24117,23144,27343
531,10602,23153,27349
532,29989,23150,27363
533,29881,23154,27365
534,16828,23161,27371
535,15569,23164,27384
536,-16185,23165,27390
537,-31840,23170,27400
538,32597,23179,27407
539,-23761,23185,27417
540,24920,23183,27431
541,23372,23187,27438
542,31785,23189,27456
543,27459,23196,27457
544,-28495,23195,27468
545,32572,23200,27474
546,22117,23210,27486
547,29094,23213,27491
548,-28407,23215,27496
549,-21672,23215,27507
550,-21814,23218,27512
551,-27891,23226,27523
552,28480,23227,27529
553,-24434,23226,27541
554,31095,23225,27544
555,30541,23230,27550
556,22980,23233,27549
557,-26589,23232,27559
558,-23620,23237,27566
559,-29737,23240,27572
560,27032,23243,27578
561,-25780,23239,27580
562,-28544,23247,27586
563,-30093,23248,27592
564,-32113,23253,27591
565,32397,23242,27583
566,-31629,23235,27555
567,-24693,23221,27511
568,26096,23197,27467
569,28785,23183,27422
570,31724,23167,27386
571,29540,23160,27362
572,-30194,23153,27338
573,27409,23143,27324
574,25604,23141,27313
575,-32217,23142,27312
576,-30722,23144,27310
577,-28551,23140,27313
578,-22582,23153,27319
579,-32223,23147,27330
580,-22822,23151,27347
581,-25944,23159,27350
582,30184,23159,27359
583,-27039,23164,27370
584,-9234,23167,27379
585,-5187,23175,27383
586,-5753,23174,27389
587,-6014,23176,27397
588,-11131,23181,27411
589,-15228,23190,27419
590,-7106,23189,27431
591,3677,23193,27440
592,-2012,23192,27443
593,-3757,23194,27446
594,-5354,23195,27448
595,2801,23195,27446
596,12644,23195,27444
597,10646,23194,27438
598,8997,23193,27434
599,12408,23186,27431
600,-19850,23186,27425
601,-25463,23183,27424
602,-21179,23187,27419
603,-24607,23182,27421
604,32728,23181,27424
605,-29365,23185,27422
606,-22067,23183,27426
607,-19410,23186,27430
608,-20488,23192,27439
609,-20125,23196,27439
610,-15881,23198,27446
611,-15949,23196,27459
612,-19510,23202,27464
613,-15102,23207,27471
614,-15052,23205,27478
615,-16672,23208,27488
616,-10483,23211,27499
617,-23449,23217,27495
618,-14804,23221,27506
619,-18089,23222,27514
620,-14974,23230,27520
621,-19757,23232,27524
622,-20868,23232,27533
623,-23230,23234,27541
624,-11727,23239,27549
625,-17510,23236,27557
626,-15597,23239,27559
627,-14886,23241,27564
628,-19340,23241,27574
629,-21945,23250,27571
630,-24937,23251,27577
631,-19355,23252,27580
632,5655,23250,27592
633,1903,23257,27595
634,-4754,23260,27600
635,-3878,23258,27608
636,6560,23256,27610
637,1805,23253,27609
638,-2578,23252,27586
639,1587,23234,27560
640,9108,23220,27517
641,10438,23205,27465
642,5170,23188,27428
643,6529,23174,27392
644,2429,23166,27375
645,11174,23160,27355
646,-2568,23154,27339
647,3008,23153,27335
648,10560,23151,27337
649,-18436,23149,27343
650,16022,23156,27337
651,6177,23158,27349
652,-9851,23161,27357
653,-14925,23171,27365
654,-3494,23170,27372
655,5666,23174,27381
656,12972,23180,27393
657,-4510,23180,27393
658,3201,23184,27401
659,-6582,23185,27411
660,-8605,23189,27419
661,-6436,23194,27429
662,-10715,23193,27439
663,-4925,23202,27444
664,5584,23197,27462
665,-5769,23209,27465
666,-11742,23209,27468
667,-13524,23208,27467
668,-3484,23203,27465
669,7514,23204,27461
670,1218,23204,27456
671,-919,23197,27453
672,-1202,23194,27453
673,-7261,23192,27446
674,-10075,23190,27446
675,-10236,23192,27437
676,-16036,23193,27439
677,-4698,23193,27442
678,2495,23195,27442
679,-9291,23201,27448
680,21391,23200,27457
681,-32432,23202,27461
682,17548,23201,27469
683,8959,23204,27470
684,19527,23212,27480
685,30106,23216,27487
686,-32032,23214,27490
687,25312,23218,27499
688,25969,23227,27502
689,27808,23227,27505
690,13496,23222,27513
691,18697,23222,27520
692,24814,23229,27529
693,23175,23231,27531
694,23244,23227,27538
695,19520,23225,27540
696,11821,23235,27543
697,11547,23231,27548
698,-1794,23234,27554
699,22173,23241,27559
700,-3833,23244,27556
701,10056,23244,27567
702,27769,23247,27575
703,8935,23254,27581
704,-2464,23253,27587
705,380,23252,27591
706,16527,23258,27600
707,29772,23253,27606
708,10101,23260,27609
709,10816,23261,27609
710,15652,23264,27614
711,8067,23255,27604
712,5886,23249,27583
713,1508,23236,27550
714,6505,23215,27502
715,20491,23195,27459
716,12862,23181,27420
717,2891,23171,27389
718,2125,23157,27360
719,10377,23155,27338
720,26454,23148,27324
721,25586,23146,27319
722,19238,23143,27313
723,18090,23145,27315
724,16301,23150,27314
725,10113,23143,27324
726,5762,23149,27329
727,2934,23150,27337
728,19295,23154,27340
729,20775,23155,27347
730,21879,23158,27353
731,18998,23161,27355
732,14414,23159,27356
733,21167,23165,27366
734,26435,23162,27370
735,22306,23171,27375
736,12962,23170,27378
737,15762,23170,27395
738,24598,23176,27399
739,24469,23180,27405
740,15439,23178,27417
741,15636,23182,27417
742,-29894,23182,27418
743,11531,23183,27415
744,21391,23182,27411
745,-32432,23179,27408
746,17548,23174,27406
747,8959,23175,27398
748,19527,23173,27399
749,30106,23173,27398
750,-32032,23170,27400
751,25312,23171,27401
752,25969,23171,27402
753,27808,23176,27403
754,13496,23177,27407
755,18697,23180,27411
756,24814,23184,27415
757,23175,23186,27423
758,23244,23190,27428
759,19520,23185,27432
760,13955,23191,27440
761,20872,23189,27446
762,27844,23192,27456
763,-31759,23198,27457
764,-32180,23198,27470
765,29540,23203,27475
766,28040,23206,27479
767,23919,23210,27485
768,20374,23214,27493
769,22412,23215,27502
770,25396,23220,27506
771,26018,23216,27514
772,26564,23218,27515
773,23748,23217,27528
774,-32101,23224,27533
775,30423,23225,27531
776,-15498,23226,27537
777,-13753,23231,27540
778,-9118,23232,27546
779,-9527,23231,27546
780,-15383,23234,27550
781,-12750,23235,27557
782,-13600,23235,27564
783,-12226,23238,27569
784,-10280,23238,27572
785,-12320,23241,27584
786,-19136,23243,27581
787,-8478,23247,27589
788,-8110,23247,27589
789,-14847,23250,27592
790,-14659,23248,27586
791,-19886,23243,27571
792,-31134,23227,27541
793,-29424,23212,27500
794,-29780,23192,27461
795,-27557,23180,27423
796,29742,23171,27392
797,-26330,23157,27368
798,-29681,23153,27346
799,-30394,23150,27334
800,29382,23144,27323
801,-28787,23143,27320
802,-27416,23148,27319
803,-27469,23139,27324
804,-31066,23143,27329
805,-27889,23148,27333
806,-25002,23147,27340
807,-32433,23152,27342
808,-11496,23152,27345
809,-25822,23154,27349
810,26041,23153,27356
811,28913,23158,27360
812,-14869,23157,27362
813,-15745,23160,27368
814,-19507,23161,27373
815,-22379,23165,27388
816,-18830,23167,27390
817,-28141,23179,27402
818,29003,23175,27406
819,-29213,23182,27415
820,-20317,23178,27417
821,-21299,23179,27420
822,-22466,23177,27421
823,-28339,23178,27414
824,-8644,23177,27412
825,-8138,23175,27409
826,-21285,23172,27405
827,-25786,23174,27403
828,-17685,23175,27405
829,-1653,23172,27404
830,898,23173,27407
831,-7362,23179,27408
832,-10895,23174,27409
833,-6651,23178,27420
834,-9834,23184,27423
835,-17713,23185,27428
836,-20361,23185,27435
837,-11756,23190,27440
838,-7784,23195,27449
839,-7319,23190,27453
840,-15498,23196,27462
841,-13753,23198,27464
842,-9118,23204,27468
843,-9527,23203,27476
844,-15383,23210,27483
845,-12750,23214,27490
846,-13600,23213,27500
847,-12226,23215,27507
848,-10280,23221,27517
849,-12320,23225,27518
850,-19136,23223,27528
851,-8478,23226,27535
852,-8110,23226,27539
853,-14847,23232,27542
854,-14659,23228,27545
855,-19886,23232,27541
856,-8313,23235,27546
857,-12472,23229,27550
858,-9677,23233,27543
859,-9717,23228,27553
860,-14530,23235,27556
861,3004,23235,27553
862,-20198,23234,27557
863,11246,23237,27560
864,4652,23239,27565
865,-17086,23240,27570
866,-25931,23242,27580
867,-4365,23246,27585
868,1874,23246,27595
869,1591,23250,27605
870,-9983,23257,27611
871,2443,23254,27620
872,8581,23258,27617
873,15533,23253,27603
874,17975,23242,27571
875,12172,23228,27527
876,12481,23202,27485
877,15496,23187,27443
878,12208,23176,27411
879,8382,23163,27381
880,7159,23154,27362
881,1339,23148,27347
882,7955,23143,27333
883,10335,23144,27331
884,11322,23149,27333
885,9146,23153,27346
886,8184,23153,27349
887,10534,23158,27365
888,-6238,23161,27368
889,-6124,23163,27381
890,-488,23167,27387
891,292,23172,27392
892,12596,23166,27399
893,2808,23170,27402
894,-8314,23176,27403
895,-6004,23182,27409
896,4041,23176,27417
897,12722,23180,27430
898,18297,23185,27434
899,1724,23190,27445
900,11061,23192,27444
901,13810,23191,27453
902,-8278,23189,27456
903,-4070,23192,27448
904,523,23193,27447
905,5966,23186,27444
906,6100,23190,27440
907,-201,23186,27431
908,1624,23183,27429
909,7476,23182,27432
910,1874,23183,27430
911,4968,23182,27431
912,3192,23183,27432
913,5815,23184,27440
914,7208,23186,27444
915,4185,23192,27444
916,-1272,23190,27449
917,11462,23195,27454
918,3269,23196,27462
919,-1620,23200,27467
920,7800,23202,27476
921,11220,23199,27480
922,4874,23206,27487
923,9243,23204,27498
924,666,23210,27501
925,9019,23214,27506
926,2160,23217,27513
927,1766,23222,27518
928,-7084,23224,27524
929,17014,23227,27527
930,6670,23227,27540
931,-6838,23231,27551
932,13582,23233,27551
933,-6469,23238,27557
934,-7386,23234,27566
935,27595,23235,27568
936,12725,23244,27568
937,-16181,23244,27578
938,-15197,23243,27583
939,6502,23249,27585
940,22701,23248,27587
941,7603,23254,27589
942,2163,23252,27606
943,17528,23253,27602
944,3652,23254,27612
945,-4148,23259,27614
946,-2589,23259,27622
947,1130,23257,27625
948,17022,23261,27616
949,13164,23254,27600
950,-440,23236,27570
951,-3037,23228,27538
952,5025,23214,27494
953,19213,23198,27460
954,23448,23184,27437
955,17367,23178,27415
956,17907,23172,27402
957,18347,23169,27384
958,7241,23166,27382
959,7692,23164,27382
960,4978,23168,27381
961,4580,23167,27385
962,18962,23166,27393
963,14458,23180,27399
964,13102,23175,27402
965,13141,23178,27410
966,17935,23181,27415
967,18500,23186,27424
968,31844,23189,27427
969,30905,23192,27431
970,-30288,23196,27438
971,-28522,23192,27445
972,-32490,23196,27455
973,-30692,23199,27464
974,-27996,23205,27474
975,-27820,23204,27487
976,-31450,23207,27489
977,-31496,23210,27490
978,-29009,23209,27493
979,-29153,23212,27489
980,-30028,23207,27481
981,-32600,23203,27480
982,-32531,23195,27473
983,-28107,23197,27471
984,26197,23199,27461
985,17846,23194,27461
986,23691,23193,27456
987,22869,23193,27460
988,10529,23197,27460
989,9669,23195,27466
990,13095,23197,27475
991,19394,23205,27472
992,21002,23198,27483
993,18108,23205,27484
994,18516,23210,27495
995,26140,23210,27503
996,23047,23208,27511
997,21408,23214,27512
998,20706,23221,27515
999,25219,23221,27525
1000,24140,23216,27535
1001,20945,23223,27535
1002,19854,23228,27539
1003,23708,23231,27549
1004,22338,23233,27552
1005,18582,23235,27562
1006,23826,23241,27565
1007,26302,23238,27572
1008,24172,23239,27577
1009,17425,23243,27580
1010,19123,23244,27589
1011,22058,23248,27591
1012,27700,23243,27598
1013,24401,23250,27597
1014,18955,23252,27601
1015,15652,23246,27604
1016,22189,23252,27606
1017,17426,23253,27612
1018,15104,23251,27612
1019,18833,23255,27616
1020,30261,23259,27619
1021,26515,23261,27626
1022,21905,23263,27633
1023,29881,23265,27638
1024,32700,23267,27644
1025,30448,23267,27651
1026,31656,23269,27648
1027,32538,23270,27640
1028,31878,23257,27622
1029,31802,23239,27584
1030,32070,23224,27542
1031,-31911,23206,27505
1032,31844,23197,27470
1033,30905,23183,27436
1034,-30288,23176,27413
1035,-28522,23173,27395
1036,-32490,23168,27381
1037,-30692,23162,27377
1038,-27996,23163,27374
1039,-27820,23156,27373
1040,-31450,23159,27377
1041,-31496,23164,27379
1042,-29009,23166,27387
1043,-29153,23168,27392
1044,-30028,23167,27392
1045,-32600,23172,27396
1046,-32531,23169,27402
1047,-28107,23172,27403
1048,-29300,23179,27410
1049,31955,23176,27414
1050,-29632,23174,27420
1051,26615,23177,27422
1052,-24323,23180,27435
1053,18510,23186,27444
1054,-3956,23192,27450
1055,6393,23194,27457
1056,20230,23199,27460
1057,-1679,23195,27467
1058,29179,23195,27461
1059,-8172,23192,27459
1060,12471,23193,27461
1061,32244,23187,27447
1062,-18596,23186,27450
1063,20042,23192,27446
1064,22176,23185,27446
1065,20907,23182,27442
1066,-14571,23181,27449
1067,654,23187,27454
1068,-10823,23183,27453
1069,30155,23188,27458
1070,-5557,23189,27462
1071,-17545,23193,27463
1072,-30512,23194,27470
1073,-25191,23200,27470
1074,-30014,23203,27483
1075,-12294,23201,27482
1076,-5114,23207,27490
1077,-28845,23208,27496
1078,-32240,23212,27506
1079,-23569,23214,27511
1080,-20734,23215,27520
1081,-31137,23220,27521
1082,27027,23218,27528
1083,28073,23224,27540
1084,-28063,23227,27543
1085,-21201,23227,27550
1086,-29381,23229,27557
1087,-30077,23233,27563
1088,-25302,23235,27563
1089,-25676,23234,27574
1090,-26339,23235,27576
1091,-32307,23242,27582
1092,-32710,23237,27586
1093,-26269,23242,27584
1094,-28546,23243,27592
1095,-29957,23242,27597
1096,-26683,23250,27604
1097,-29516,23250,27603
1098,-31834,23247,27610
1099,-22586,23258,27611
1100,-27081,23255,27614
1101,-26682,23252,27620
1102,-26375,23259,27626
1103,-23485,23258,27631
1104,-26246,23259,27631
1105,-27925,23262,27641
1106,-24173,23266,27646
1107,-16113,23265,27655
1108,-25422,23267,27660
1109,-29770,23273,27663
1110,-19095,23273,27668
1111,-27156,23270,27662
1112,-9456,23266,27643
1113,-3457,23250,27610
1114,-18598,23233,27572
1115,-19668,23218,27532
1116,-11954,23206,27496
1117,-21482,23194,27462
1118,-27806,23181,27435
1119,-32325,23175,27416
1120,-23396,23175,27402
1121,-13330,23166,27402
1122,-21041,23166,27399
1123,-23596,23166,27397
1124,-25879,23169,27403
1125,-12259,23175,27408
1126,-17900,23173,27415
1127,-27404,23177,27420
1128,-27268,23180,27426
1129,-14715,23181,27431
1130,-17128,23186,27438
1131,-25089,23186,27441
1132,-21038,23186,27449
1133,-18439,23186,27454
1134,-21224,23187,27457
1135,-25474,23192,27463
1136,-22007,23195,27471
1137,-21249,23205,27482
1138,-18593,23206,27487
1139,-16095,23209,27497
1140,-20078,23210,27499
1141,-21231,23213,27500
1142,-19204,23210,27497
1143,-14195,23203,27498
1144,-24516,23206,27496
1145,-18738,23202,27490
1146,-16318,23201,27482
1147,-17325,23194,27476
1148,-21187,23193,27473
1149,-14276,23197,27472
1150,-11946,23191,27472
1151,32349,23194,27473
1152,4736,23197,27470
1153,-21786,23201,27474
1154,31063,23196,27477
1155,14991,23200,27487
1156,-7125,23201,27493
1157,28220,23204,27499
1158,32560,23209,27504
1159,-8384,23211,27510
1160,-7453,23215,27516
1161,9056,23219,27524
1162,5452,23218,27532
1163,-8263,23221,27538
1164,-1774,23226,27541
1165,109,23224,27551
1166,-11241,23230,27553
1167,-12175,23237,27562
1168,-14299,23233,27567
1169,-3983,23233,27577
1170,1208,23242,27578
1171,2045,23242,27582
1172,-7380,23242,27589
1173,3783,23245,27595
1174,10502,23244,27600
1175,-3568,23246,27602
1176,9379,23249,27609
1177,-20505,23249,27608
1178,-30947,23252,27611
1179,29945,23253,27613
1180,-10274,23257,27615
1181,24970,23256,27623
1182,-30212,23254,27625
1183,1763,23260,27631
1184,12837,23256,27638
1185,-5646,23261,27643
1186,-18209,23258,27645
1187,6616,23263,27652
1188,-13887,23268,27657
1189,-20525,23272,27665
1190,-17842,23273,27662
1191,-18400,23267,27661
1192,1008,23266,27645
1193,-1950,23250,27616
1194,-21665,23234,27573
1195,-21861,23221,27534
1196,-7831,23207,27500
1197,4967,23193,27471
1198,3380,23189,27448
1199,-10464,23186,27429
1200,-7725,23176,27417
1201,-6426,23172,27413
1202,-17830,23171,27411
1203,-22265,23169,27412
1204,-22908,23171,27415
1205,-14194,23174,27424
1206,-8164,23176,27434
1207,-9014,23179,27440
1208,723,23184,27442
1209,28911,23189,27454
1210,-25017,23191,27454
1211,4909,23195,27460
1212,21469,23195,27468
1213,-4442,23195,27469
