Index,Snore_Data,RED,IR
4407,-3830,23187,27510
4408,-3240,23187,27519
4409,-2356,23190,27525
4410,-817,23187,27527
4411,-407,23191,27529
4412,122,23194,27532
4413,753,23188,27534
4414,-1,23191,27529
4415,-1576,23197,27544
4416,-403,23199,27553
4417,-1277,23199,27553
4418,-3594,23202,27567
4419,-3766,23211,27577
4420,-5060,23207,27585
4421,-5234,23213,27589
4422,-5212,23208,27581
4423,-5329,23213,27587
4424,4426,23208,27585
4425,5267,23206,27581
4426,5421,23209,27568
4427,5413,23204,27571
4428,5799,23205,27566
4429,5658,23198,27565
4430,5646,23201,27564
4431,5873,23202,27564
4432,5747,23201,27566
4433,4908,23200,27573
4434,5126,23203,27570
4435,7185,23200,27580
4436,7963,23209,27579
4437,7574,23212,27590
4438,7536,23210,27591
4439,7687,23217,27601
4440,4010,23216,27603
4441,3551,23222,27617
4442,4004,23222,27618
4443,1953,23219,27629
4444,1265,23231,27635
4445,1965,23233,27640
4446,1002,23231,27648
4447,874,23233,27656
4448,1326,23243,27661
4449,829,23246,27670
4450,199,23241,27674
4451,2175,23245,27681
4452,3024,23249,27690
4453,2741,23253,27690
4454,2842,23253,27692
4455,3410,23251,27695
4456,4085,23256,27702
4457,4123,23251,27701
4458,4371,23256,27707
4459,5155,23255,27714
4460,6230,23261,27711
4461,6056,23255,27710
4462,5900,23263,27719
4463,5762,23264,27721
4464,5959,23260,27727
4465,5839,23266,27738
4466,5163,23270,27734
4467,5435,23268,27743
4468,5918,23270,27752
4469,5605,23277,27752
4470,6450,23278,27761
4471,7114,23279,27766
4472,-2845,23278,27761
4473,-2382,23272,27750
4474,-1656,23263,27718
4475,391,23239,27676
4476,477,23226,27631
4477,1416,23206,27592
4478,1516,23195,27561
4479,1930,23180,27539
4480,677,23180,27511
4481,1058,23168,27491
4482,1364,23167,27478
4483,574,23164,27475
4484,1375,23161,27466
4485,1304,23161,27474
4486,1608,23164,27479
4487,2743,23165,27478
4488,3423,23170,27486
4489,4301,23174,27492
4490,4802,23169,27493
4491,5353,23170,27497
4492,4231,23173,27502
4493,4583,23168,27502
4494,4523,23176,27505
4495,3480,23174,27506
4496,3789,23175,27508
4497,2836,23175,27517
4498,3385,23180,27522
4499,1921,23182,27535
4500,1267,23190,27541
4501,1356,23188,27546
4502,2554,23194,27553
4503,4242,23193,27557
4504,5759,23191,27555
4505,7372,23193,27552
4506,7512,23188,27549
4507,7576,23190,27544
4508,6850,23188,27543
4509,6052,23184,27539
4510,7391,23186,27537
4511,6977,23186,27537
4512,5996,23181,27530
4513,5847,23190,27539
4514,6069,23187,27544
4515,6419,23183,27541
4516,5654,23189,27552
4517,4974,23191,27559
4518,5276,23194,27556
4519,4779,23195,27561
4520,1864,23199,27573
4521,1093,23200,27572
4522,579,23200,27584
4523,515,23205,27591
4524,-544,23209,27601
4525,765,23213,27605
4526,2197,23216,27611
4527,1209,23211,27617
4528,64,23218,27626
4529,529,23223,27633
4530,2459,23225,27636
4531,2341,23218,27636
4532,2619,23229,27649
4533,2143,23229,27654
4534,3891,23231,27650
4535,2181,23235,27660
4536,-6588,23233,27663
4537,-7090,23234,27668
4538,-8349,23232,27669
4539,-9160,23240,27674
4540,-9347,23237,27674
4541,-9758,23237,27682
4542,-10893,23240,27684
4543,-10694,23244,27690
4544,-11419,23242,27693
4545,-11320,23242,27692
4546,-11476,23242,27696
4547,-11232,23247,27702
4548,-8455,23251,27707
4549,-8350,23249,27713
4550,-6038,23255,27718
4551,-4698,23252,27719
4552,-3494,23255,27731
4553,-2851,23257,27730
4554,-2831,23263,27740
4555,-2818,23259,27736
4556,-2206,23249,27719
4557,-2644,23241,27684
4558,-3123,23229,27660
4559,-4466,23214,27620
4560,-4106,23197,27584
4561,-3195,23187,27549
4562,-3846,23180,27528
4563,-4260,23167,27509
4564,-3051,23167,27493
4565,-1528,23159,27482
4566,235,23162,27481
4567,173,23155,27482
4568,-4131,23162,27479
4569,-3870,23164,27487
4570,-2498,23158,27497
4571,-1010,23172,27506
4572,105,23171,27505
4573,454,23176,27511
4574,1377,23172,27510
4575,1830,23173,27514
4576,3116,23175,27512
4577,2918,23171,27517
4578,2871,23174,27525
4579,2286,23179,27528
4580,1937,23181,27544
4581,966,23181,27546
4582,82,23190,27552
4583,903,23189,27563
4584,2078,23189,27570
4585,2283,23193,27566
4586,3410,23190,27567
4587,2441,23193,27568
4588,4214,23184,27557
4589,5310,23186,27554
4590,5526,23178,27547
4591,6155,23183,27551
4592,6167,23181,27541
4593,4854,23178,27545
4594,3809,23182,27551
4595,2874,23182,27548
4596,2070,23177,27554
4597,2112,23183,27558
4598,1557,23190,27561
4599,532,23183,27573
4600,591,23190,27573
4601,386,23191,27573
4602,748,23196,27583
4603,2199,23196,27583
4604,2005,23200,27590
4605,3055,23205,27596
4606,3810,23206,27606
4607,4922,23205,27611
4608,4667,23207,27615
4609,4574,23212,27630
4610,4452,23214,27632
4611,5246,23213,27632
4612,5661,23220,27643
4613,4620,23219,27651
4614,4012,23222,27652
4615,2397,23225,27660
4616,4743,23223,27661
4617,3559,23228,27663
4618,2097,23226,27667
4619,2045,23231,27673
4620,1645,23235,27680
4621,1706,23236,27674
4622,1917,23232,27682
4623,1277,23234,27684
4624,528,23238,27682
4625,-648,23232,27690
4626,-1057,23236,27693
4627,346,23245,27696
4628,560,23240,27701
4629,422,23239,27702
4630,651,23248,27713
4631,96,23255,27715
4632,-5974,23244,27724
4633,-5631,23252,27729
4634,-6431,23249,27731
4635,-4961,23253,27740
4636,-5270,23258,27745
4637,-7174,23258,27747
4638,-6545,23260,27750
4639,-6634,23253,27740
4640,-8509,23248,27721
4641,-9216,23237,27681
4642,-10204,23221,27650
4643,-9573,23203,27608
4644,-9639,23191,27581
4645,-11190,23181,27554
4646,-10277,23174,27533
4647,-9559,23167,27518
4648,-9078,23165,27505
4649,-8033,23164,27495
4650,-8092,23160,27493
4651,-5440,23160,27496
4652,-2884,23166,27498
4653,-3280,23165,27504
4654,-3874,23165,27507
4655,-3903,23163,27515
4656,-2699,23172,27521
4657,-1880,23168,27515
4658,-1686,23168,27520
4659,-1007,23168,27517
4660,485,23165,27523
4661,-869,23170,27522
4662,-889,23173,27531
4663,-474,23173,27533
4664,4146,23180,27542
4665,3821,23178,27549
4666,3600,23180,27554
4667,3384,23188,27565
4668,5013,23190,27570
4669,5259,23192,27570
4670,5312,23191,27568
4671,4996,23184,27572
4672,5230,23184,27563
4673,5591,23179,27560
4674,5548,23180,27558
4675,6801,23181,27558
4676,6132,23179,27555
4677,4890,23179,27551
4678,5960,23180,27555
4679,4319,23179,27556
4680,4995,23179,27561
4681,5878,23184,27559
4682,5744,23182,27565
4683,5152,23185,27571
4684,4017,23184,27576
4685,4419,23187,27578
4686,4437,23189,27582
4687,4199,23191,27589
4688,3728,23197,27599
4689,4420,23196,27601
4690,4049,23194,27608
4691,4860,23202,27619
4692,5934,23211,27623
4693,4934,23210,27621
4694,5437,23210,27640
4695,5663,23212,27645
4696,5725,23214,27644
4697,4646,23212,27653
4698,3908,23223,27659
4699,4527,23217,27660
4700,5152,23220,27669
4701,4376,23223,27671
4702,3064,23224,27674
4703,2401,23221,27677
4704,1547,23232,27684
4705,1418,23227,27687
4706,2287,23232,27692
4707,2636,23229,27685
4708,983,23232,27696
4709,1901,23233,27694
4710,3377,23234,27704
4711,3899,23237,27703
4712,1423,23235,27706
4713,1610,23238,27711
4714,2603,23239,27713
4715,2339,23244,27717
4716,3221,23242,27726
4717,2384,23243,27728
4718,1542,23248,27737
4719,2111,23252,27743
4720,2247,23251,27755
4721,2029,23255,27746
4722,766,23260,27759
4723,17,23260,27762
4724,-56,23260,27773
4725,-994,23263,27757
4726,-1210,23255,27753
4727,-1490,23245,27725
4728,-1695,23225,27682
4729,-1191,23214,27645
4730,-302,23197,27611
4731,276,23186,27580
4732,465,23176,27560
4733,1678,23169,27539
4734,1527,23163,27527
4735,911,23157,27516
4736,637,23160,27510
4737,-621,23160,27514
4738,-793,23158,27510
4739,-2068,23157,27520
4740,-2679,23166,27519
4741,-3419,23162,27523
4742,-2901,23170,27529
4743,-3508,23164,27528
4744,-3908,23173,27536
4745,-2855,23166,27539
4746,-2854,23168,27537
4747,-1811,23171,27535
4748,-2523,23171,27544
4749,-3751,23176,27542
4750,-4016,23174,27552
4751,-3521,23180,27561
4752,-1837,23176,27568
4753,-1053,23183,27570
4754,-1826,23187,27578
4755,-1265,23187,27583
4756,-1068,23188,27585
4757,-1556,23189,27584
4758,-2405,23189,27585
4759,-2013,23183,27574
4760,-3184,23186,27576
4761,-3036,23174,27572
4762,-722,23182,27566
4763,-133,23179,27568
4764,1319,23184,27570
4765,2105,23178,27564
4766,2709,23182,27573
4767,3429,23182,27573
4768,3761,23186,27577
4769,2938,23186,27584
4770,2103,23191,27591
4771,1711,23192,27592
4772,2007,23193,27590
4773,415,23193,27602
4774,-84,23198,27604
4775,96,23197,27610
4776,513,23200,27619
4777,1324,23208,27631
4778,991,23206,27631
4779,604,23212,27635
4780,800,23210,27640
4781,1330,23212,27647
4782,1397,23212,27658
4783,1022,23213,27660
4784,-428,23220,27668
4785,-883,23220,27669
4786,-1104,23221,27678
4787,-2746,23224,27680
4788,-3115,23231,27686
4789,-2807,23224,27684
4790,-2382,23230,27691
4791,-3260,23229,27694
4792,-3703,23231,27697
4793,-4474,23227,27706
4794,-5393,23234,27703
4795,-5619,23235,27710
4796,-5167,23232,27711
4797,-4908,23238,27713
4798,-5502,23240,27715
4799,-5310,23241,27717
4800,-4948,23240,27727
4801,-4590,23242,27729
4802,-4572,23246,27728
4803,-5297,23248,27741
4804,-5317,23247,27744
4805,-6517,23250,27748
4806,-6869,23255,27754
4807,-5710,23254,27756
4808,5216,23258,27765
4809,4911,23258,27766
4810,4225,23262,27777
4811,2851,23269,27779
4812,2326,23263,27769
4813,1532,23253,27754
4814,1006,23239,27720
4815,2479,23225,27678
4816,955,23206,27650
4817,841,23199,27615
4818,-550,23187,27585
4819,-1216,23178,27568
4820,-1500,23170,27548
4821,-3156,23163,27532
4822,-3168,23166,27526
4823,-2741,23160,27522
4824,-3109,23165,27525
4825,-2774,23161,27521
4826,-2709,23168,27527
4827,-2544,23165,27530
4828,-1934,23168,27541
4829,-919,23173,27542
4830,-126,23173,27542
4831,718,23173,27547
4832,1929,23176,27549
4833,2979,23168,27544
4834,2393,23171,27550
4835,2628,23172,27553
4836,3475,23173,27559
4837,4276,23175,27565
4838,5545,23183,27574
4839,4559,23184,27579
4840,3696,23188,27586
4841,3089,23187,27593
4842,4170,23188,27590
4843,5209,23192,27592
4844,3560,23186,27588
4845,5186,23190,27590
4846,4798,23185,27580
4847,4368,23183,27578
4848,4983,23180,27572
4849,3983,23183,27577
4850,3861,23175,27570
4851,3854,23182,27572
4852,4975,23176,27572
4853,5996,23181,27577
4854,6468,23184,27581
4855,7890,23180,27577
4856,-3086,23184,27581
4857,-4121,23190,27589
4858,-3642,23188,27587
4859,-3446,23192,27600
4860,-4219,23193,27600
4861,-3045,23197,27617
4862,-3390,23198,27612
4863,-1818,23203,27624
4864,-1497,23200,27627
4865,-1650,23206,27637
4866,-1675,23209,27637
4867,292,23214,27644
4868,1617,23215,27653
4869,1802,23213,27653
4870,2410,23216,27665
4871,2438,23219,27665
4872,3663,23224,27672
4873,4461,23221,27676
4874,4032,23228,27681
4875,4418,23224,27680
4876,4031,23228,27686
4877,5606,23224,27689
4878,5296,23234,27694
4879,4918,23233,27695
4880,5367,23230,27697
4881,6342,23232,27709
4882,5475,23238,27716
4883,6459,23234,27718
4884,6239,23238,27724
4885,5662,23243,27721
4886,5054,23249,27729
4887,5337,23241,27736
4888,4211,23249,27741
4889,4923,23246,27746
4890,5690,23256,27751
4891,4938,23255,27755
4892,4491,23255,27757
4893,4518,23255,27759
4894,3869,23254,27747
4895,3040,23242,27719
4896,2287,23231,27684
4897,1495,23217,27653
4898,1893,23204,27618
4899,1690,23193,27594
4900,2559,23181,27570
4901,3876,23181,27560
4902,3902,23176,27547
4903,5715,23174,27539
4904,-1145,23171,27536
4905,-1022,23172,27537
4906,-1302,23173,27542
4907,-2103,23172,27545
4908,-3455,23184,27557
4909,-2645,23180,27562
4910,-2027,23184,27563
4911,-596,23186,27565
4912,-1485,23183,27574
4913,-2348,23186,27572
4914,-2441,23186,27577
4915,-2720,23187,27576
4916,-2277,23192,27585
4917,-3403,23189,27588
4918,-3615,23195,27601
4919,-4228,23202,27617
4920,-4735,23204,27623
4921,-5174,23206,27631
4922,-6217,23209,27629
4923,-6053,23208,27631
4924,-4543,23202,27630
4925,-4885,23206,27634
4926,-2885,23205,27624
4927,-3145,23198,27615
4928,-3570,23202,27617
4929,-2942,23196,27608
4930,-2938,23203,27613
4931,-2902,23195,27609
4932,-3409,23193,27615
4933,-3068,23199,27617
4934,-2690,23200,27615
4935,-3162,23202,27620
4936,-3765,23205,27621
4937,-4021,23204,27626
4938,-3614,23202,27631
4939,-4337,23209,27636
4940,-4693,23211,27644
4941,-4944,23212,27650
4942,-3637,23214,27656
4943,-2645,23213,27660
4944,-2542,23217,27664
4945,-3613,23223,27671
4946,-3422,23221,27674
4947,-2820,23227,27682
4948,-2335,23233,27689
4949,-769,23226,27694
4950,143,23235,27699
4951,186,23234,27699
4952,816,23238,27707
4953,1205,23234,27710
4954,2318,23236,27715
4955,3408,23239,27720
4956,3268,23239,27720
4957,2572,23239,27730
4958,1210,23241,27728
4959,-486,23247,27732
4960,-1063,23245,27734
4961,-1822,23249,27734
4962,-1300,23249,27739
4963,-1530,23252,27744
4964,277,23248,27744
4965,-1521,23256,27756
4966,-305,23255,27758
4967,372,23255,27764
4968,-353,23260,27768
4969,-1587,23266,27776
4970,822,23263,27779
4971,1758,23265,27781
4972,-950,23260,27780
4973,-4108,23263,27768
4974,-4348,23250,27746
4975,-2088,23236,27713
4976,-1845,23215,27676
4977,-2534,23209,27641
4978,-3432,23194,27610
4979,-3639,23187,27590
4980,-3268,23178,27573
4981,-1555,23174,27557
4982,-1384,23166,27547
4983,-2445,23166,27538
4984,-2155,23170,27537
4985,-262,23165,27539
4986,303,23169,27545
4987,114,23173,27551
4988,-856,23172,27558
4989,-653,23175,27557
4990,-1938,23178,27565
4991,-2266,23182,27563
4992,-1467,23178,27567
4993,-2093,23180,27569
4994,-3323,23178,27568
4995,-2845,23181,27571
4996,-2520,23186,27576
4997,-1099,23189,27581
4998,-880,23183,27585
4999,-1218,23193,27600
5000,-3709,23200,27608
5001,-2361,23196,27605
5002,-2138,23197,27618
5003,-1683,23199,27618
5004,-784,23199,27615
5005,-754,23193,27610
5006,-588,23194,27612
5007,355,23191,27606
5008,-1614,23193,27599
5009,-2121,23190,27600
5010,-2197,23192,27601
5011,-1858,23191,27604
5012,-1692,23192,27602
5013,-3042,23190,27603
5014,-3837,23196,27613
5015,-4190,23196,27613
5016,-297,23196,27618
5017,-281,23201,27620
5018,629,23202,27624
5019,1589,23201,27627
5020,1239,23204,27636
5021,1286,23207,27645
5022,1866,23206,27648
5023,3580,23215,27662
5024,2914,23214,27655
5025,4220,23220,27669
5026,4246,23222,27677
5027,4681,23225,27682
5028,3552,23226,27682
5029,3583,23231,27693
5030,2419,23229,27691
5031,2565,23231,27704
5032,4333,23236,27710
5033,2896,23234,27715
5034,742,23236,27711
5035,1568,23237,27722
5036,3478,23239,27715
5037,2520,23240,27730
5038,2412,23241,27727
5039,2480,23245,27731
5040,4857,23243,27729
5041,4121,23241,27731
5042,4496,23246,27740
5043,5278,23249,27737
5044,4105,23248,27744
5045,3816,23247,27751
5046,3414,23254,27753
5047,2871,23258,27756
5048,-3165,23255,27766
5049,-1564,23257,27768
5050,-1639,23259,27772
5051,-1558,23266,27786
5052,-1064,23265,27781
5053,-848,23267,27784
5054,-1634,23258,27766
5055,-28,23251,27744
5056,-507,23236,27711
5057,-1185,23220,27667
5058,-884,23208,27642
5059,-1522,23197,27613
5060,-1159,23193,27588
5061,-739,23181,27568
5062,-172,23179,27560
5063,1216,23171,27544
5064,1567,23171,27544
5065,2281,23171,27540
5066,2109,23171,27538
5067,2635,23172,27547
5068,2706,23174,27550
5069,1603,23173,27552
5070,106,23176,27556
5071,504,23181,27559
5072,-1105,23177,27560
5073,-1486,23185,27562
5074,-1989,23178,27566
5075,-2281,23183,27563
5076,-3015,23180,27571
5077,-3511,23184,27573
5078,-3459,23187,27580
5079,-2800,23183,27584
5080,-1716,23188,27593
5081,-1345,23190,27600
5082,-2136,23193,27604
5083,-2695,23195,27610
5084,-1491,23200,27613
5085,-1762,23196,27607
5086,-2473,23197,27608
5087,-1584,23195,27605
5088,-1165,23192,27603
5089,-1192,23190,27597
5090,-919,23189,27597
5091,-808,23186,27597
5092,2,23189,27591
5093,-281,23191,27596
5094,1744,23194,27598
5095,2315,23194,27599
5096,3397,23191,27598
5097,3724,23197,27605
5098,3560,23200,27607
5099,2481,23198,27613
5100,1614,23201,27621
5101,902,23198,27621
5102,2102,23203,27628
5103,2169,23205,27636
5104,1846,23206,27639
5105,2173,23208,27641
5106,3050,23216,27654
5107,3331,23214,27657
5108,3957,23213,27658
5109,1278,23219,27666
5110,1877,23220,27668
5111,2668,23219,27671
5112,2424,23218,27679
5113,1157,23226,27684
5114,1354,23224,27683
5115,670,23230,27688
5116,1422,23226,27687
5117,666,23232,27695
5118,875,23229,27697
5119,2140,23227,27700
5120,795,23234,27701
5121,1997,23230,27700
5122,2200,23231,27710
5123,2944,23236,27709
5124,3000,23237,27709
5125,4189,23236,27713
5126,3317,23234,27719
5127,3309,23239,27723
5128,3321,23239,27729
5129,1947,23239,27736
5130,2062,23247,27741
5131,1950,23251,27739
5132,1496,23246,27748
5133,2043,23257,27758
5134,3104,23257,27754
5135,1453,23255,27752
5136,2098,23246,27742
5137,2832,23239,27717
5138,3705,23225,27679
5139,3520,23210,27644
5140,2276,23194,27614
5141,3300,23185,27589
5142,2788,23178,27561
5143,2213,23169,27550
5144,-5824,23167,27540
5145,-6048,23167,27527
5146,-5705,23165,27527
5147,-4774,23163,27531
5148,-3817,23168,27532
5149,-4140,23178,27535
5150,-4045,23169,27544
5151,-1832,23174,27554
5152,-87,23179,27554
5153,506,23175,27554
5154,-456,23180,27563
5155,581,23179,27559
5156,321,23184,27558
5157,966,23179,27562
5158,507,23184,27568
5159,1163,23184,27580
5160,-1373,23188,27583
5161,-2491,23193,27593
5162,-2252,23191,27599
5163,-2742,23198,27611
5164,-3533,23191,27605
5165,-3732,23191,27599
5166,-4467,23191,27600
5167,-4431,23188,27591
5168,-3633,23188,27587
5169,-2188,23179,27578
5170,-1551,23186,27578
5171,-786,23179,27577
5172,-1366,23183,27574
5173,-1197,23172,27578
5174,696,23185,27575
5175,1524,23182,27574
5176,1649,23180,27576
5177,2066,23183,27582
5178,1503,23183,27584
5179,2088,23185,27584
5180,1980,23186,27593
5181,2474,23191,27593
5182,1915,23189,27598
5183,2189,23194,27603
5184,2468,23193,27603
5185,4197,23193,27614
5186,5816,23201,27623
5187,4775,23199,27627
5188,5886,23205,27631
5189,5016,23206,27631
5190,4012,23209,27637
5191,3752,23207,27640
5192,5281,23209,27646
5193,5485,23206,27650
5194,5694,23212,27650
5195,5298,23214,27652
5196,5147,23211,27655
5197,4951,23214,27666
5198,4563,23212,27670
5199,3804,23216,27669
5200,2607,23215,27670
5201,3533,23217,27672
5202,2556,23220,27670
5203,1702,23223,27679
5204,1940,23224,27678
5205,3315,23220,27682
5206,2672,23219,27691
5207,1438,23226,27699
5208,6410,23225,27696
5209,6806,23227,27698
5210,6687,23229,27701
5211,5521,23227,27706
5212,5080,23231,27701
5213,6077,23216,27682
5214,4964,23209,27664
5215,3177,23199,27630
5216,2602,23182,27599
5217,1662,23176,27568
5218,-36,23164,27538
5219,-1140,23154,27518
5220,-1020,23149,27498
5221,144,23134,27479
5222,539,23137,27473
5223,-13,23140,27474
5224,-462,23136,27473
5225,55,23136,27472
5226,1352,23135,27477
5227,985,23140,27480
5228,-647,23136,27481
5229,-1251,23144,27486
5230,-511,23144,27493
5231,-40,23145,27490
5232,-148,23144,27492
5233,53,23141,27492
5234,367,23145,27498
5235,179,23143,27498
5236,1040,23147,27507
5237,136,23150,27508
5238,730,23153,27517
5239,-194,23156,27524
5240,-1484,23158,27531
5241,-1108,23157,27534
5242,-1091,23162,27534
5243,-1091,23158,27528
5244,-1450,23156,27520
5245,-2481,23154,27523
5246,-3755,23151,27519
5247,-3787,23150,27516
5248,-3380,23151,27511
5249,-3292,23146,27510
5250,-3297,23150,27512
5251,-2665,23149,27508
5252,-2293,23149,27512
5253,-832,23150,27515
5254,-292,23154,27516
5255,602,23151,27525
5256,1825,23155,27524
5257,2702,23158,27531
5258,1449,23163,27533
5259,2808,23163,27535
5260,2729,23167,27543
5261,2785,23164,27545
5262,3907,23171,27552
5263,3490,23173,27557
5264,1929,23174,27561
5265,2119,23173,27571
5266,2315,23177,27574
5267,1143,23180,27582
5268,1399,23181,27583
5269,1552,23180,27591
5270,3090,23183,27600
5271,4433,23188,27598
5272,4365,23187,27600
5273,5209,23192,27605
5274,4220,23190,27607
5275,4608,23188,27611
5276,5155,23194,27614
5277,2342,23197,27612
5278,2212,23198,27621
5279,3509,23197,27626
5280,3458,23202,27635
5281,3076,23201,27635
5282,2926,23203,27647
5283,2260,23204,27645
5284,3604,23208,27649
5285,4559,23207,27652
5286,4618,23211,27657
5287,5632,23212,27655
5288,5829,23209,27666
5289,5511,23213,27657
5290,5561,23198,27637
5291,5293,23190,27617
5292,4126,23181,27576
5293,2742,23167,27547
5294,1780,23153,27513
5295,1277,23147,27487
5296,2557,23131,27460
5297,3403,23122,27443
5298,4463,23120,27436
5299,5585,23117,27416
5300,5723,23113,27422
5301,6197,23115,27415
5302,5800,23118,27421
5303,6464,23122,27418
5304,-4577,23116,27428
5305,-4532,23120,27433
5306,-4044,23122,27431
5307,-4928,23123,27435
5308,-5813,23119,27436
5309,-5070,23115,27435
5310,-3905,23120,27432
5311,-4341,23120,27438
5312,-4868,23119,27444
5313,-3832,23124,27445
5314,-2539,23125,27448
5315,-3235,23125,27460
5316,-3025,23133,27473
5317,-3312,23130,27472
5318,-3345,23143,27477
5319,-3441,23136,27478
5320,-2900,23138,27482
5321,-2309,23139,27478
5322,-1495,23138,27478
5323,-1329,23137,27474
5324,-1637,23132,27469
5325,-2357,23132,27468
5326,-2795,23128,27467
5327,-1686,23128,27464
5328,-1749,23132,27468
5329,-2219,23137,27474
5330,-2431,23131,27469
5331,-1434,23134,27475
5332,-833,23136,27477
5333,319,23142,27482
5334,-1561,23142,27485
5335,-941,23142,27491
5336,2562,23148,27494
5337,1489,23141,27496
5338,-95,23151,27504
5339,441,23157,27510
5340,1075,23151,27513
5341,611,23162,27526
5342,842,23158,27530
5343,1920,23165,27535
5344,2875,23164,27541
5345,2414,23171,27547
5346,2395,23174,27553
5347,3483,23175,27553
5348,4968,23171,27564
5349,5909,23177,27565
5350,6281,23182,27568
5351,4977,23181,27571
5352,5829,23176,27580
5353,5511,23183,27576
5354,5561,23187,27584
5355,5293,23179,27586
5356,4126,23185,27592
5357,2742,23186,27587
5358,1780,23185,27593
5359,1277,23185,27593
5360,2557,23190,27594
5361,3403,23193,27603
5362,4463,23193,27605
5363,5585,23192,27609
5364,5723,23195,27613
5365,6197,23198,27620
5366,5800,23199,27630
5367,6464,23201,27631
5368,6465,23204,27641
5369,6355,23207,27642
5370,5333,23204,27643
5371,5634,23198,27627
5372,5759,23192,27607
5373,5204,23180,27583
5374,3307,23164,27539
5375,1607,23150,27506
5376,2098,23144,27480
5377,1481,23134,27454
5378,1120,23122,27435
5379,233,23116,27416
5380,567,23116,27407
5381,1132,23111,27401
5382,522,23110,27403
5383,794,23112,27396
5384,-2855,23111,27405
5385,-3053,23111,27405
5386,-2815,23113,27413
5387,-2217,23114,27409
5388,-1019,23113,27409
5389,131,23112,27408
5390,-382,23114,27411
5391,-911,23116,27409
5392,-1276,23111,27405
5393,-2404,23113,27408
5394,-3626,23114,27408
5395,-4179,23119,27417
5396,-4391,23120,27419
5397,-3847,23120,27429
5398,-4018,23128,27436
5399,-4523,23129,27443
5400,-4923,23126,27445
5401,-4204,23128,27448
5402,-4543,23133,27442
5403,-5007,23127,27443
5404,-4889,23130,27443
5405,-5164,23128,27440
5406,-4814,23125,27434
5407,-4344,23120,27439
5408,-5496,23126,27438
5409,-4774,23126,27439
5410,-4935,23123,27438
5411,-6291,23128,27438
5412,-6536,23129,27446
5413,-6070,23130,27446
5414,-7282,23128,27453
5415,-5976,23133,27459
5416,-6192,23134,27458
5417,-6800,23135,27463
5418,-5708,23141,27471
5419,-6527,23143,27472
5420,-5936,23147,27481
5421,-6030,23142,27486
5422,-5916,23147,27484
5423,-2870,23150,27491
5424,-3752,23158,27503
5425,-1944,23155,27505
5426,-1540,23153,27517
5427,-1745,23161,27514
5428,-2999,23161,27524
5429,-3088,23161,27530
5430,-1915,23165,27536
5431,-1451,23169,27540
5432,1489,23170,27545
5433,1887,23174,27544
5434,282,23174,27548
5435,419,23178,27554
5436,690,23180,27554
5437,1410,23181,27569
5438,792,23184,27570
5439,1623,23183,27565
5440,1096,23185,27580
5441,1367,23186,27576
5442,1474,23188,27584
5443,607,23188,27582
5444,527,23193,27586
5445,569,23195,27592
5446,1128,23199,27596
5447,974,23198,27602
5448,1641,23201,27608
5449,893,23201,27608
5450,760,23205,27618
5451,1186,23208,27625
5452,-386,23208,27631
5453,265,23210,27626
5454,-195,23203,27626
5455,-1209,23204,27614
5456,-324,23191,27582
5457,148,23184,27555
5458,-942,23167,27524
5459,-1017,23154,27489
5460,-2194,23142,27470
5461,-1572,23136,27449
5462,-2118,23128,27427
5463,-2634,23128,27415
5464,-2856,23126,27407
5465,-2381,23121,27411
5466,-1743,23128,27417
5467,-1629,23128,27416
5468,-1018,23134,27421
5469,-1699,23135,27431
5470,-1144,23135,27438
5471,735,23139,27444
5472,495,23141,27447
5473,-504,23145,27447
5474,-616,23145,27447
5475,343,23142,27453
5476,195,23145,27449
5477,-113,23147,27451
5478,188,23148,27469
5479,-1780,23154,27467
5480,-3575,23156,27479
5481,-3139,23161,27490
5482,-3972,23163,27496
5483,-1806,23161,27498
5484,-1004,23166,27496
5485,-2548,23162,27497
5486,-2355,23163,27486
5487,-832,23159,27484
5488,-710,23156,27483
5489,-1175,23161,27483
5490,-6,23157,27474
5491,518,23152,27482
5492,1527,23158,27482
5493,2051,23159,27484
5494,1948,23156,27484
5495,2210,23162,27492
5496,-1124,23159,27492
5497,-2457,23162,27495
5498,-982,23164,27504
5499,-1335,23171,27504
5500,-1750,23174,27514
5501,-2582,23174,27516
5502,-1716,23170,27517
5503,-709,23175,27530
5504,198,23181,27534
5505,-583,23177,27538
5506,-1545,23184,27541
5507,-2137,23186,27550
5508,-1395,23186,27552
5509,-2183,23187,27560
5510,-2647,23198,27568
5511,-2768,23192,27568
5512,-1662,23195,27576
5513,-1066,23202,27582
5514,593,23200,27585
5515,2205,23201,27586
5516,2313,23205,27587
5517,4217,23202,27593
5518,3472,23202,27596
5519,2232,23206,27602
5520,3269,23210,27604
5521,3098,23212,27607
5522,2933,23215,27610
5523,3632,23210,27617
5524,2958,23216,27616
5525,2722,23223,27619
5526,3956,23220,27629
5527,5259,23224,27633
5528,3562,23225,27641
5529,2171,23226,27649
5530,2312,23228,27651
5531,2383,23231,27654
5532,402,23232,27652
5533,1210,23230,27653
5534,1618,23225,27648
5535,1800,23214,27621
5536,1930,23207,27589
5537,1969,23194,27566
5538,1887,23178,27530
5539,2881,23168,27507
5540,2750,23159,27476
5541,2700,23155,27464
5542,2154,23153,27448
5543,2998,23142,27444
5544,2370,23148,27442
5545,1913,23145,27435
5546,3069,23144,27441
5547,2189,23152,27446
