Index,Snore_Data,RED,IR
1,-49,27029.0,30064.0
2,62,27034.0,30068.0
3,-113,27032.0,30068.0
4,156,27031.0,30073.0
5,-246,27033.0,30071.0
6,344,27025.0,30074.0
7,-537,27034.0,30070.0
8,910,27029.0,30072.0
9,-1827,27031.0,30078.0
10,14557,27032.0,30082.0
11,16249,27029.0,30080.0
12,18185,27030.0,30077.0
13,25644,27038.0,30081.0
14,21206,27036.0,30088.0
15,14288,27029.0,30086.0
16,19064,27034.0,30078.0
17,21123,27039.0,30087.0
18,15244,27033.0,30090.0
19,16376,27035.0,30089.0
20,17644,27039.0,30092.0
21,19416,27034.0,30093.0
22,13688,27044.0,30081.0
23,9844,27036.0,30095.0
24,13961,27036.0,30099.0
25,16733,27030.0,30094.0
26,17071,27037.0,30097.0
27,16320,27039.0,30098.0
28,13466,27040.0,30103.0
29,11752,27037.0,30107.0
30,12893,27033.0,30105.0
31,4015,27041.0,30107.0
32,224,27044.0,30099.0
33,6360,27040.0,30105.0
34,1777,27041.0,30120.0
35,5702,27035.0,30116.0
36,-575,27037.0,30109.0
37,-717,27042.0,30114.0
38,4868,27043.0,30123.0
39,-1635,27041.0,30129.0
40,-6438,27040.0,30130.0
41,-2993,27041.0,30122.0
42,-4579,27045.0,30124.0
43,-3139,27040.0,30133.0
44,-2703,27036.0,30138.0
45,-3867,27046.0,30116.0
46,-8254,27041.0,30120.0
47,-2551,27037.0,30116.0
48,-4606,27034.0,30108.0
49,-7339,27023.0,30089.0
50,-5997,27019.0,30086.0
51,-9078,27026.0,30075.0
52,-7175,27018.0,30068.0
53,-12033,27019.0,30067.0
54,-10609,27016.0,30056.0
55,-14812,27015.0,30059.0
56,-15896,27012.0,30058.0
57,-20271,26995.0,30067.0
58,-19747,27011.0,30054.0
59,-19998,27005.0,30052.0
60,-20004,27011.0,30055.0
61,-21445,27009.0,30054.0
62,-25458,27009.0,30054.0
63,-17242,26993.0,30053.0
64,-25524,27006.0,30042.0
65,-24056,27002.0,30050.0
66,-20692,26999.0,30044.0
67,-25029,26997.0,30036.0
68,-23374,27002.0,30035.0
69,-23362,27003.0,30038.0
70,-26603,27000.0,30043.0
71,-21112,26996.0,30041.0
72,-21667,27000.0,30035.0
73,-28292,27007.0,30030.0
74,-28015,26999.0,30049.0
75,-30384,26994.0,30047.0
76,-31236,26998.0,30044.0
77,-29933,27002.0,30042.0
78,28607,27001.0,30041.0
79,-32131,26995.0,30043.0
80,32023,26985.0,30046.0
81,25950,26998.0,30028.0
82,-32076,26997.0,30035.0
83,30054,26993.0,30033.0
84,31974,26989.0,30038.0
85,-31278,26985.0,30028.0
86,28646,26995.0,30034.0
87,31303,26989.0,30036.0
88,30183,26995.0,30037.0
89,26248,26995.0,30031.0
90,27985,27003.0,30025.0
91,24130,26995.0,30040.0
92,18922,26993.0,30040.0
93,23547,26988.0,30044.0
94,21819,26992.0,30042.0
95,13467,26993.0,30039.0
96,21197,26997.0,30050.0
97,18094,26993.0,30047.0
98,23450,26997.0,30046.0
99,21349,26999.0,30049.0
100,18845,26996.0,30049.0
101,25790,26993.0,30055.0
102,9962,27000.0,30051.0
103,15550,26994.0,30054.0
104,16429,27001.0,30054.0
105,19538,27000.0,30055.0
106,17536,26996.0,30062.0
107,19820,26999.0,30056.0
108,19822,26994.0,30061.0
109,23105,26998.0,30064.0
110,18174,26996.0,30067.0
111,18337,26998.0,30064.0
112,20471,26997.0,30067.0
113,15100,27005.0,30066.0
114,18628,27000.0,30070.0
115,14931,26998.0,30071.0
116,22524,27000.0,30065.0
117,20343,26997.0,30071.0
118,17548,27010.0,30070.0
119,11960,26999.0,30074.0
120,12133,27001.0,30079.0
121,11293,27003.0,30081.0
122,3584,27009.0,30083.0
123,9448,27004.0,30085.0
124,8943,26994.0,30088.0
125,5840,27004.0,30085.0
126,3197,27009.0,30089.0
127,5735,27006.0,30088.0
128,2634,27006.0,30097.0
129,6366,27005.0,30087.0
130,5499,27005.0,30094.0
131,3522,27010.0,30099.0
132,4889,27006.0,30099.0
133,1825,27004.0,30101.0
134,5448,27005.0,30097.0
135,3793,27012.0,30103.0
136,1169,27007.0,30114.0
137,688,27007.0,30111.0
138,2750,27013.0,30108.0
139,1229,27012.0,30110.0
140,1503,27010.0,30106.0
141,-1094,27007.0,30104.0
142,-1420,26998.0,30099.0
143,112,26999.0,30082.0
144,-207,26999.0,30073.0
145,5805,26989.0,30074.0
146,3878,26986.0,30052.0
147,4975,26988.0,30043.0
148,5254,26986.0,30037.0
149,1036,26986.0,30038.0
150,27288,26983.0,30038.0
151,29202,26976.0,30038.0
152,31244,26976.0,30036.0
153,26404,26976.0,30030.0
154,30400,26980.0,30032.0
155,23401,26978.0,30038.0
156,27309,26975.0,30031.0
157,20128,26977.0,30023.0
158,23123,26975.0,30021.0
159,20857,26974.0,30027.0
160,22582,26973.0,30030.0
161,21612,26967.0,30020.0
162,18924,26969.0,30016.0
163,21521,26970.0,30010.0
164,18729,26970.0,30018.0
165,19177,26969.0,30013.0
166,9962,26971.0,30002.0
167,15550,26969.0,30012.0
168,16429,26969.0,30010.0
169,19538,26970.0,30016.0
170,17536,26965.0,30026.0
171,19820,26964.0,30016.0
172,19822,26965.0,30013.0
173,23105,26969.0,30013.0
174,18174,26964.0,30012.0
175,18337,26960.0,30010.0
176,20471,26959.0,30007.0
177,15100,26960.0,30000.0
178,18628,26959.0,30005.0
179,14931,26957.0,30012.0
180,22524,26959.0,30003.0
181,20343,26960.0,30002.0
182,18629,26960.0,30003.0
183,16409,26960.0,30011.0
184,19124,26965.0,30004.0
185,19768,26958.0,30009.0
186,13248,26965.0,29997.0
187,18142,26962.0,30014.0
188,13009,26963.0,30020.0
189,17907,26958.0,30017.0
190,11682,26959.0,30013.0
191,19235,26964.0,30011.0
192,16986,26964.0,30018.0
193,15116,26960.0,30025.0
194,15053,26960.0,30020.0
195,14586,26966.0,30019.0
196,17226,26969.0,30018.0
197,10020,26966.0,30026.0
198,15138,26965.0,30021.0
199,20680,26963.0,30022.0
200,19155,26964.0,30024.0
201,25017,26966.0,30031.0
202,21239,26963.0,30031.0
203,22489,26955.0,30044.0
204,24369,26966.0,30030.0
205,27675,26974.0,30040.0
206,26554,26962.0,30033.0
207,24545,26966.0,30037.0
208,24210,26966.0,30040.0
209,25875,26971.0,30041.0
210,28004,26966.0,30045.0
211,19933,26969.0,30045.0
212,21994,26973.0,30042.0
213,19754,26973.0,30046.0
214,-19767,26979.0,30052.0
215,-24263,26973.0,30058.0
216,-19317,26965.0,30058.0
217,-18423,26973.0,30058.0
218,-18844,26978.0,30059.0
219,-20728,26976.0,30064.0
220,-18681,26972.0,30067.0
221,-19248,26976.0,30065.0
222,-21238,26978.0,30067.0
223,-23519,26979.0,30070.0
224,-21062,26976.0,30075.0
225,-24554,26976.0,30074.0
226,-21291,26980.0,30074.0
227,-23999,26984.0,30079.0
228,-27073,26973.0,30089.0
229,-22119,26986.0,30083.0
230,-25171,26993.0,30069.0
231,-25136,26988.0,30086.0
232,-25530,26982.0,30092.0
233,-24176,26983.0,30095.0
234,-23467,26987.0,30092.0
235,-26601,26990.0,30094.0
236,-21150,26992.0,30098.0
237,-21676,26988.0,30105.0
238,-22343,26990.0,30101.0
239,-24371,26993.0,30108.0
240,-26228,26993.0,30113.0
241,-25593,26986.0,30113.0
242,-25389,26993.0,30118.0
243,-22067,26998.0,30122.0
244,-23227,27001.0,30126.0
245,-24835,26992.0,30124.0
246,16799,27000.0,30130.0
247,16377,27007.0,30114.0
248,13537,26997.0,30121.0
249,11642,26996.0,30124.0
250,14765,26991.0,30115.0
251,13559,26988.0,30100.0
252,20037,26989.0,30093.0
253,19354,26979.0,30081.0
254,18592,26974.0,30072.0
255,15793,26973.0,30059.0
256,18074,26977.0,30055.0
257,16863,26976.0,30054.0
258,18114,26966.0,30052.0
259,16246,26969.0,30048.0
260,17721,26970.0,30047.0
261,17226,26970.0,30058.0
262,15138,26970.0,30047.0
263,20680,26965.0,30042.0
264,19155,26969.0,30044.0
265,25017,26966.0,30047.0
266,21239,26964.0,30043.0
267,22489,26960.0,30042.0
268,24369,26962.0,30035.0
269,27675,26962.0,30039.0
270,26554,26964.0,30033.0
271,24545,26950.0,30031.0
272,24210,26954.0,30023.0
273,25875,26961.0,30029.0
274,28004,26955.0,30032.0
275,19933,26953.0,30029.0
276,21994,26957.0,30021.0
277,19754,26959.0,30025.0
278,22192,26954.0,30028.0
279,18298,26951.0,30026.0
280,16489,26952.0,30025.0
281,20982,26954.0,30021.0
282,18305,26954.0,30025.0
283,20638,26951.0,30027.0
284,20944,26947.0,30020.0
285,18314,26949.0,30018.0
286,20817,26947.0,30017.0
287,17719,26945.0,30023.0
288,17761,26946.0,30020.0
289,23253,26948.0,30013.0
290,20978,26943.0,30022.0
291,20986,26949.0,30013.0
292,16397,26947.0,30018.0
293,14527,26951.0,30018.0
294,1292,26945.0,30022.0
295,727,26944.0,30027.0
296,-1873,26945.0,30014.0
297,1359,26946.0,30016.0
298,1770,26949.0,30020.0
299,500,26945.0,30026.0
300,764,26950.0,30015.0
301,-2068,26947.0,30025.0
302,-1074,26947.0,30025.0
303,1182,26945.0,30027.0
304,-3074,26947.0,30028.0
305,-1396,26948.0,30030.0
306,-608,26949.0,30038.0
307,-1982,26950.0,30028.0
308,1056,26952.0,30036.0
309,-1216,26950.0,30035.0
310,1797,26955.0,30042.0
311,-290,26948.0,30046.0
312,1175,26952.0,30045.0
313,3454,26953.0,30040.0
314,265,26954.0,30041.0
315,704,26954.0,30049.0
316,-1830,26949.0,30051.0
317,56,26954.0,30047.0
318,-19,26954.0,30045.0
319,482,26957.0,30044.0
320,-860,26952.0,30054.0
321,-309,26950.0,30052.0
322,-2041,26956.0,30056.0
323,-5167,26959.0,30053.0
324,-5197,26959.0,30066.0
325,-6723,26955.0,30063.0
326,-3117,26964.0,30054.0
327,533,26960.0,30066.0
328,1347,26956.0,30068.0
329,-346,26957.0,30068.0
330,1859,26956.0,30070.0
331,71,26958.0,30070.0
332,4258,26959.0,30074.0
333,6216,26963.0,30074.0
334,4413,26960.0,30079.0
335,4679,26968.0,30063.0
336,2790,26965.0,30085.0
337,7547,26963.0,30089.0
338,7972,26969.0,30084.0
339,6708,26955.0,30094.0
340,8556,26973.0,30089.0
341,10859,26969.0,30095.0
342,1777,26965.0,30101.0
343,2024,26974.0,30086.0
344,1276,26970.0,30098.0
345,3921,26969.0,30104.0
346,2917,26967.0,30111.0
347,2951,26968.0,30108.0
348,5242,26972.0,30108.0
349,7462,26973.0,30105.0
350,7313,26977.0,30112.0
351,7714,26969.0,30118.0
352,8120,26968.0,30118.0
353,10134,26975.0,30118.0
354,7292,26973.0,30124.0
355,6944,26975.0,30131.0
356,4410,26973.0,30122.0
357,831,26980.0,30125.0
358,4826,26985.0,30138.0
359,5524,26981.0,30137.0
360,5464,26967.0,30145.0
361,5298,26980.0,30142.0
362,4700,26981.0,30138.0
363,2036,26979.0,30141.0
364,-2071,26978.0,30140.0
365,-1668,26972.0,30119.0
366,-5922,26975.0,30111.0
367,-3847,26968.0,30106.0
368,-6766,26964.0,30093.0
369,-6213,26957.0,30081.0
370,-2928,26955.0,30073.0
371,-2856,26956.0,30065.0
372,-1521,26949.0,30061.0
373,-5178,26947.0,30062.0
374,-1308,26947.0,30054.0
375,-971,26951.0,30057.0
376,1640,26949.0,30058.0
377,2365,26941.0,30059.0
378,2468,26944.0,30052.0
379,1404,26947.0,30050.0
380,-954,26945.0,30057.0
381,3306,26942.0,30051.0
382,4321,26944.0,30045.0
383,1983,26942.0,30039.0
384,-1002,26943.0,30040.0
385,-636,26943.0,30041.0
386,-2998,26933.0,30038.0
387,-3832,26939.0,30022.0
388,-4798,26938.0,30026.0
389,-367,26936.0,30029.0
390,16452,26931.0,30033.0
391,18112,26931.0,30031.0
392,16059,26937.0,30030.0
393,13567,26937.0,30033.0
394,15348,26929.0,30030.0
395,11884,26932.0,30028.0
396,16684,26931.0,30024.0
397,13126,26935.0,30026.0
398,14801,26929.0,30028.0
399,15555,26931.0,30023.0
400,13228,26937.0,30011.0
401,14750,26928.0,30021.0
402,9645,26926.0,30025.0
403,-1082,26920.0,30025.0
404,-1176,26925.0,30011.0
405,-188,26922.0,30017.0
406,2081,26928.0,30017.0
407,4825,26920.0,30024.0
408,3596,26919.0,30018.0
409,7816,26929.0,30021.0
410,6307,26927.0,30019.0
411,6030,26924.0,30022.0
412,7126,26924.0,30018.0
413,2281,26922.0,30021.0
414,2562,26926.0,30022.0
415,3664,26926.0,30024.0
416,2494,26923.0,30031.0
417,6107,26921.0,30026.0
418,5324,26924.0,30023.0
419,7502,26932.0,30023.0
420,3088,26924.0,30030.0
421,2958,26926.0,30033.0
422,3708,26925.0,30030.0
423,5706,26930.0,30030.0
424,4477,26919.0,30036.0
425,3888,26927.0,30033.0
426,6636,26926.0,30033.0
427,2662,26927.0,30033.0
428,4903,26927.0,30036.0
429,3276,26928.0,30036.0
430,4738,26924.0,30038.0
431,3722,26929.0,30036.0
432,1116,26928.0,30037.0
433,1841,26923.0,30041.0
434,835,26924.0,30040.0
435,-1098,26932.0,30041.0
436,-1651,26928.0,30047.0
437,20,26928.0,30049.0
438,11997,26928.0,30048.0
439,10655,26930.0,30044.0
440,10532,26930.0,30044.0
441,7365,26932.0,30046.0
442,8146,26932.0,30053.0
443,8055,26926.0,30056.0
444,4560,26933.0,30041.0
445,9522,26931.0,30059.0
446,5074,26929.0,30060.0
447,5482,26932.0,30060.0
448,6883,26938.0,30060.0
449,4017,26936.0,30064.0
450,6567,26938.0,30068.0
451,3425,26932.0,30070.0
452,4796,26932.0,30066.0
453,3900,26938.0,30069.0
454,5413,26934.0,30073.0
455,8314,26935.0,30076.0
456,10477,26939.0,30071.0
457,8958,26939.0,30079.0
458,8772,26939.0,30081.0
459,4535,26944.0,30083.0
460,5223,26941.0,30090.0
461,5720,26938.0,30092.0
462,3324,26942.0,30089.0
463,4634,26946.0,30094.0
464,3968,26945.0,30096.0
465,8512,26941.0,30101.0
466,9431,26947.0,30098.0
467,8243,26950.0,30101.0
468,10113,26946.0,30108.0
469,11688,26944.0,30106.0
470,14421,26947.0,30107.0
471,14040,26945.0,30112.0
472,15583,26955.0,30113.0
473,16276,26950.0,30119.0
474,16372,26950.0,30125.0
475,11891,26954.0,30117.0
476,16929,26954.0,30123.0
477,14147,26953.0,30127.0
478,14581,26947.0,30126.0
479,13430,26949.0,30120.0
480,10110,26949.0,30109.0
481,11611,26945.0,30098.0
482,12644,26942.0,30093.0
483,12677,26934.0,30078.0
484,15673,26933.0,30068.0
485,16760,26932.0,30054.0
486,-29342,26925.0,30052.0
487,-30511,26921.0,30048.0
488,-29886,26920.0,30039.0
489,-27324,26921.0,30034.0
490,-29846,26919.0,30038.0
491,-32155,26918.0,30042.0
492,-31406,26910.0,30041.0
493,31958,26919.0,30038.0
494,31913,26921.0,30036.0
495,-32448,26916.0,30040.0
496,-31053,26913.0,30037.0
497,-31428,26911.0,30027.0
498,-31759,26912.0,30023.0
499,-30645,26913.0,30027.0
500,-31852,26908.0,30024.0
501,-29944,26907.0,30018.0
502,29091,26904.0,30010.0
503,30231,26906.0,30006.0
504,29467,26904.0,30014.0
505,29303,26902.0,30012.0
506,26621,26907.0,30009.0
507,23872,26910.0,30011.0
508,24927,26906.0,30020.0
509,22586,26898.0,30015.0
510,21951,26903.0,30010.0
511,23909,26907.0,30006.0
512,22774,26905.0,30005.0
513,27695,26898.0,30009.0
514,22764,26900.0,29999.0
515,24497,26896.0,29999.0
516,28279,26899.0,30000.0
517,25661,26897.0,29997.0
518,25357,26895.0,29997.0
519,26198,26892.0,29989.0
520,25750,26896.0,29994.0
521,24367,26893.0,29994.0
522,23888,26887.0,29996.0
523,21472,26891.0,29989.0
524,21036,26894.0,29992.0
525,21656,26900.0,29998.0
526,20668,26892.0,30002.0
527,20720,26892.0,29992.0
528,20653,26895.0,29997.0
529,19558,26894.0,29993.0
530,21128,26890.0,30000.0
531,20115,26890.0,29998.0
532,18136,26895.0,30000.0
533,21200,26896.0,29999.0
534,-30111,26893.0,30001.0
535,-28268,26889.0,30002.0
536,-30408,26894.0,30000.0
537,-30881,26897.0,30003.0
538,-27853,26895.0,30009.0
539,-28037,26895.0,30010.0
540,-26434,26892.0,30010.0
541,-26993,26897.0,30006.0
542,-26734,26896.0,30011.0
543,-27080,26892.0,30007.0
544,-25235,26891.0,30012.0
545,-22073,26895.0,30010.0
546,-22207,26896.0,30009.0
547,-24094,26897.0,30013.0
548,-23775,26898.0,30013.0
549,-22166,26897.0,30010.0
550,-23169,26900.0,30014.0
551,-21679,26902.0,30016.0
552,-22832,26895.0,30019.0
553,-22179,26898.0,30018.0
554,-20243,26895.0,30019.0
555,-20820,26905.0,30020.0
556,-22549,26899.0,30026.0
557,-20642,26895.0,30024.0
558,-21014,26901.0,30024.0
559,-19834,26903.0,30031.0
560,-19643,26904.0,30036.0
561,-20651,26898.0,30035.0
562,-20272,26902.0,30033.0
563,-20980,26900.0,30033.0
564,-25154,26903.0,30037.0
565,-24076,26902.0,30036.0
566,-24457,26900.0,30037.0
567,-25881,26901.0,30033.0
568,-23763,26904.0,30047.0
569,-25667,26903.0,30041.0
570,-23681,26904.0,30043.0
571,-24469,26904.0,30042.0
572,-28364,26906.0,30048.0
573,-28506,26907.0,30050.0
574,-31755,26905.0,30053.0
575,-31744,26905.0,30050.0
576,-30190,26908.0,30059.0
577,-31929,26913.0,30056.0
578,-27025,26909.0,30063.0
579,-25261,26910.0,30062.0
580,-26059,26910.0,30064.0
581,-28147,26910.0,30064.0
582,-17750,26919.0,30069.0
583,-12598,26913.0,30071.0
584,-15029,26911.0,30069.0
585,-13837,26911.0,30061.0
586,-14716,26906.0,30056.0
587,-12204,26903.0,30048.0
588,-13726,26900.0,30035.0
589,-11986,26899.0,30022.0
590,-12806,26897.0,30013.0
591,-10946,26892.0,30004.0
592,-11371,26890.0,30007.0
593,-13194,26890.0,29998.0
594,-11752,26879.0,29997.0
595,-13958,26885.0,29991.0
596,-12168,26884.0,29992.0
597,-10245,26885.0,29991.0
598,-22923,26884.0,29995.0
599,-25821,26882.0,29999.0
600,-26735,26888.0,29993.0
601,-26649,26884.0,29995.0
602,-24518,26889.0,29996.0
603,-23340,26883.0,29995.0
604,-26622,26882.0,29997.0
605,-25608,26880.0,29998.0
606,-30175,26882.0,29991.0
607,-30239,26887.0,29995.0
608,-30056,26884.0,30001.0
609,-30712,26881.0,29998.0
610,-27934,26884.0,29994.0
611,-27449,26884.0,29999.0
612,-27136,26885.0,29995.0
613,-26036,26887.0,29998.0
614,-26808,26881.0,29999.0
615,-22764,26877.0,29994.0
616,-23269,26882.0,29988.0
617,-22648,26880.0,29991.0
618,-16476,26879.0,29985.0
619,-18719,26872.0,29977.0
620,-16192,26873.0,29977.0
621,-18992,26876.0,29974.0
622,-17446,26874.0,29980.0
623,-19966,26872.0,29981.0
624,-23481,26874.0,29979.0
625,-20684,26871.0,29974.0
626,-23204,26879.0,29977.0
627,-26595,26875.0,29984.0
628,-27862,26867.0,29986.0
629,-29907,26875.0,29980.0
630,-5599,26878.0,29985.0
631,-5858,26877.0,29993.0
632,-4923,26879.0,29995.0
633,-5424,26879.0,29997.0
634,-5727,26883.0,29994.0
635,-9841,26889.0,29992.0
636,-7053,26884.0,30002.0
637,-7183,26884.0,30006.0
638,-8219,26885.0,30001.0
639,-9438,26888.0,29996.0
640,-8495,26885.0,30010.0
641,-7366,26886.0,30011.0
642,-7608,26886.0,30004.0
643,-11924,26888.0,30009.0
644,-11577,26892.0,30014.0
645,-16502,26887.0,30019.0
646,-17750,26885.0,30020.0
647,-12598,26888.0,30017.0
648,-15029,26895.0,30017.0
649,-13837,26888.0,30020.0
650,-14716,26882.0,30027.0
651,-12204,26887.0,30014.0
652,-13726,26895.0,30019.0
653,-11986,26893.0,30026.0
654,-12806,26886.0,30029.0
655,-10946,26891.0,30027.0
656,-11371,26898.0,30028.0
657,-13194,26900.0,30031.0
658,-11752,26899.0,30035.0
659,-13958,26892.0,30039.0
660,-12168,26895.0,30032.0
661,-10245,26900.0,30033.0
662,-10582,26902.0,30040.0
663,-8208,26899.0,30046.0
664,-682,26897.0,30041.0
665,-1010,26905.0,30043.0
666,-3798,26905.0,30046.0
667,-1416,26903.0,30054.0
668,-1715,26904.0,30054.0
669,-2225,26902.0,30056.0
670,-4490,26907.0,30052.0
671,-5130,26913.0,30058.0
672,-3522,26906.0,30066.0
673,-6332,26904.0,30064.0
674,-6377,26913.0,30066.0
675,-6379,26917.0,30068.0
676,-10320,26908.0,30072.0
677,-9100,26908.0,30075.0
678,15281,26908.0,30074.0
679,13297,26915.0,30076.0
680,12563,26917.0,30084.0
681,14611,26918.0,30078.0
682,19541,26916.0,30089.0
683,16872,26913.0,30083.0
684,16211,26919.0,30083.0
685,18950,26909.0,30073.0
686,16941,26906.0,30061.0
687,19140,26907.0,30048.0
688,21848,26911.0,30030.0
689,21647,26896.0,30024.0
690,26286,26890.0,30017.0
691,27546,26887.0,30003.0
692,25938,26889.0,29998.0
693,27970,26883.0,29993.0
694,16350,26886.0,29990.0
695,16454,26882.0,29981.0
696,14771,26878.0,29986.0
697,18327,26884.0,29987.0
698,12128,26876.0,29990.0
699,13732,26878.0,29981.0
700,9653,26870.0,29975.0
701,9604,26876.0,29978.0
702,9281,26877.0,29980.0
703,9058,26867.0,29980.0
704,12122,26873.0,29971.0
705,10293,26874.0,29969.0
706,15777,26873.0,29966.0
707,14897,26867.0,29961.0
708,16663,26865.0,29961.0
709,16477,26870.0,29957.0
710,14440,26864.0,29964.0
711,15066,26867.0,29960.0
712,14482,26869.0,29957.0
713,12454,26867.0,29962.0
714,11587,26864.0,29961.0
715,9461,26864.0,29956.0
716,11214,26866.0,29957.0
717,9164,26868.0,29952.0
718,7775,26861.0,29949.0
719,8114,26862.0,29942.0
720,9362,26857.0,29943.0
721,7492,26862.0,29942.0
722,7203,26860.0,29939.0
723,7661,26860.0,29940.0
724,8644,26853.0,29941.0
725,8858,26856.0,29935.0
726,31019,26857.0,29940.0
727,31061,26856.0,29945.0
728,28566,26855.0,29944.0
729,30640,26855.0,29939.0
730,-31705,26863.0,29938.0
731,-30180,26858.0,29943.0
732,-31988,26854.0,29940.0
733,27232,26858.0,29939.0
734,28964,26859.0,29943.0
735,31116,26857.0,29945.0
736,30370,26864.0,29947.0
737,24660,26860.0,29946.0
738,27175,26856.0,29941.0
739,30795,26864.0,29948.0
740,26601,26863.0,29954.0
741,24716,26854.0,29954.0
742,28010,26861.0,29947.0
743,28716,26862.0,29948.0
744,24393,26865.0,29954.0
745,28209,26861.0,29956.0
746,30297,26864.0,29951.0
747,25272,26866.0,29957.0
748,27488,26865.0,29957.0
749,27502,26862.0,29963.0
750,27023,26868.0,29962.0
751,25320,26864.0,29960.0
752,27320,26865.0,29962.0
753,28338,26870.0,29965.0
754,28898,26866.0,29968.0
755,25482,26864.0,29968.0
756,26457,26865.0,29965.0
757,25475,26869.0,29967.0
758,25828,26870.0,29969.0
759,26439,26870.0,29981.0
760,26579,26869.0,29977.0
761,25809,26875.0,29976.0
762,26380,26877.0,29975.0
763,26501,26875.0,29983.0
764,26451,26871.0,29982.0
765,27587,26873.0,29980.0
766,26842,26883.0,29983.0
767,27121,26878.0,29984.0
768,28163,26881.0,29991.0
769,26908,26877.0,29996.0
770,26160,26877.0,29993.0
771,27883,26887.0,29996.0
772,22213,26884.0,29997.0
773,22899,26883.0,30002.0
774,-17439,26886.0,30003.0
775,-18605,26886.0,30000.0
776,-23343,26886.0,30002.0
777,-21610,26889.0,30007.0
778,-21123,26886.0,30016.0
779,-18451,26883.0,30015.0
780,-18744,26883.0,30013.0
781,-19145,26893.0,30016.0
782,-19870,26888.0,30021.0
783,-20713,26888.0,30022.0
784,-22816,26891.0,30019.0
785,-22264,26896.0,30025.0
786,-17688,26895.0,30030.0
787,-16629,26890.0,30034.0
788,-15971,26891.0,30036.0
789,-15940,26892.0,30031.0
790,-29468,26897.0,30041.0
791,-27583,26904.0,30049.0
792,-31256,26895.0,30050.0
793,32067,26898.0,30041.0
794,-32231,26900.0,30039.0
795,-28437,26900.0,30036.0
796,31725,26888.0,30027.0
797,-31921,26883.0,30010.0
798,-30027,26880.0,29993.0
799,-31125,26875.0,29980.0
800,32733,26873.0,29967.0
801,-28848,26875.0,29957.0
802,-27969,26866.0,29951.0
803,-30458,26858.0,29939.0
804,31543,26855.0,29935.0
805,-32257,26860.0,29927.0
806,-31267,26860.0,29925.0
807,-31559,26856.0,29928.0
808,-25800,26854.0,29925.0
809,-28196,26852.0,29926.0
810,-23654,26856.0,29913.0
811,-25986,26855.0,29917.0
812,-30044,26848.0,29917.0
813,-27645,26844.0,29914.0
814,-31518,26843.0,29905.0
815,-28739,26847.0,29900.0
816,-31541,26845.0,29898.0
817,28462,26839.0,29897.0
818,27129,26842.0,29890.0
819,30994,26845.0,29885.0
820,31923,26841.0,29885.0
821,31152,26835.0,29889.0
822,-6007,26838.0,29884.0
823,-5961,26839.0,29882.0
824,-4695,26843.0,29882.0
825,-8147,26841.0,29886.0
826,-5331,26837.0,29883.0
827,-6327,26839.0,29874.0
828,-7874,26840.0,29876.0
829,-7481,26832.0,29875.0
830,-8296,26826.0,29873.0
831,-10684,26830.0,29867.0
832,-13023,26838.0,29863.0
833,-14043,26832.0,29866.0
834,-11723,26827.0,29867.0
835,-13769,26829.0,29862.0
836,-15128,26831.0,29857.0
837,-11638,26831.0,29864.0
838,-17439,26824.0,29863.0
839,-18605,26827.0,29864.0
840,-23343,26834.0,29858.0
841,-21610,26831.0,29866.0
842,-21123,26828.0,29865.0
843,-18451,26832.0,29862.0
844,-18744,26834.0,29860.0
845,-19145,26835.0,29863.0
846,-19870,26835.0,29869.0
847,-20713,26829.0,29869.0
848,-22816,26835.0,29868.0
849,-22264,26840.0,29871.0
850,-17688,26833.0,29874.0
851,-16629,26833.0,29872.0
852,-15971,26838.0,29872.0
853,-15940,26843.0,29872.0
854,-14003,26839.0,29874.0
855,-15573,26835.0,29879.0
856,-15045,26835.0,29880.0
857,-13872,26836.0,29878.0
858,-11290,26842.0,29878.0
859,-16045,26837.0,29883.0
860,-16430,26842.0,29880.0
861,-18577,26845.0,29884.0
862,-17750,26845.0,29888.0
863,-13463,26843.0,29884.0
864,-15087,26842.0,29888.0
865,-16715,26840.0,29891.0
866,-16601,26847.0,29889.0
867,-15602,26842.0,29896.0
868,-14757,26841.0,29896.0
869,-18328,26844.0,29895.0
870,-3724,26854.0,29899.0
871,-333,26849.0,29903.0
872,-2555,26849.0,29902.0
873,-1972,26851.0,29904.0
874,-4279,26855.0,29904.0
875,-458,26849.0,29911.0
876,2114,26852.0,29907.0
877,2777,26852.0,29910.0
878,7127,26855.0,29914.0
879,1749,26859.0,29915.0
880,5590,26856.0,29916.0
881,6928,26855.0,29915.0
882,2647,26860.0,29924.0
883,5493,26863.0,29925.0
884,4522,26857.0,29929.0
885,9267,26860.0,29932.0
886,4036,26863.0,29931.0
887,3340,26869.0,29934.0
888,3108,26866.0,29943.0
889,3187,26868.0,29940.0
890,-78,26869.0,29938.0
891,-1170,26873.0,29945.0
892,-3174,26869.0,29952.0
893,-1620,26868.0,29944.0
894,28,26873.0,29947.0
895,3104,26873.0,29952.0
896,1377,26875.0,29957.0
897,-167,26874.0,29955.0
898,1111,26873.0,29961.0
899,1996,26878.0,29965.0
900,2396,26884.0,29974.0
901,1862,26877.0,29968.0
902,2903,26882.0,29970.0
903,6311,26884.0,29976.0
904,6349,26886.0,29980.0
905,5664,26884.0,29988.0
906,5364,26884.0,29986.0
907,1022,26888.0,29979.0
908,956,26890.0,29977.0
909,-710,26882.0,29976.0
